id,Species,Order,Family,Genus,Total_suitable_pixels_threshold_1,Total_suitable_pixels_threshold_2,Total_suitable_pixels_threshold_3,Total_range_pixels,Model_prevalence_threshold_1,Model_prevalence_threshold_2,Model_prevalence_threshold_3,Minimum_elevation,Maximum_elevation,Model_prevalence_habitat,Model_prevalence_elevation,Percentage_clip_elevation_only,Percentage_clip_habitat_only,Percentage_clip_habitat_and_elevation,Number_of_habitats,Logistic_upper_outlier,Logistic_lower_outlier,Logistic_lower_outlier_issue,Estimated_model_prevalence_logistic,Red_List_Category,NULL_Issue,Point_Prevalence_T1,Point_Prevalence_T2,Point_Prevalence_T3,Number_of_Validation_Points,Realms
3507,Nyctophilus_shirleyae,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,0,0,23118,63846,0.362090029,0.362090029,0.362090029,500,1700,0.967587477,0.371025169,60.54974478,0.893513968,2.347738334,1,No,No,NA,0.388355417,DD,NA,NA,NA,NA,NA,Australasia
3508,Nyctophilus_walkeri,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,4384420,148755,28900071,33631976,0.99409104,0.863726413,0.85930339,0,9000,0.859269572,0.999990207,0.003381818,14.06868167,0.004361119,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Australasia
3509,Ochotona_alpina,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,29305545,5363074,73600515,0.471037723,0.471037723,0.072867343,400,2500,0.084765246,0.82995042,1.189790263,75.70830769,15.81516771,1,No,No,NA,0.555996182,LC,NA,NA,NA,NA,NA,Palearctic
3510,Ochotona_argentata,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,8534,82,10025,0.859451372,0.859451372,0.008179551,0,9000,0.006245121,1,0,99.3754879,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Palearctic
3511,Ochotona_cansus,LAGOMORPHA,OCHOTONIDAE,Ochotona,26922,0,13086576,69671106,0.188220035,0.187833619,0.187833619,2700,3800,0.721115594,0.264942746,53.32819746,7.710912711,20.1775279,2,No,No,NA,0.155577376,LC,NA,NA,NA,NA,NA,Palearctic
3512,Ochotona_collaris,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,49347224,35082579,149311464,0.565460955,0.565460955,0.234962394,0,9000,0.23505238,0.944193389,0.008998636,70.92309951,5.571662474,1,No,No,NA,NA,LC,NA,1,1,0.846153846,13,NA
3513,Ochotona_coreana,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,138103,47689,2868822,0.06476247,0.06476247,0.016623199,1000,2500,0.027175235,0.686348962,1.055203595,66.97257623,30.30990024,1,No,No,NA,0.396061954,DD,NA,NA,NA,NA,NA,Palearctic
3514,Ochotona_curzoniae,LAGOMORPHA,OCHOTONIDAE,Ochotona,20529,0,131464964,222663733,0.590511491,0.590419294,0.590419294,3000,5000,0.922061074,0.635560647,33.16417799,4.514135315,3.279757315,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
3515,Ochotona_dauurica,LAGOMORPHA,OCHOTONIDAE,Ochotona,784406,39223990,175315227,239898618,0.897560915,0.894291175,0.730788816,400,4000,0.733540726,0.996649896,0.275191004,26.58610801,0.059819386,1,No,No,NA,0.61897642,LC,NA,NA,NA,NA,NA,Palearctic
3516,Ochotona_erythrotis,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,17359115,14643899,55752384,0.574020548,0.574020548,0.262659602,2000,4000,0.38760432,0.634957971,12.4944718,37.22983688,24.00973111,1,No,No,NA,0.224493075,LC,NA,NA,NA,NA,NA,Palearctic
3517,Ochotona_forresti,LAGOMORPHA,OCHOTONIDAE,Ochotona,1,474055,1382071,3575261,0.519158461,0.519158182,0.386565065,2600,4400,0.764990361,0.519602231,37.84252959,13.30371662,10.19724731,2,No,No,NA,0.152448299,LC,NA,NA,NA,NA,NA,Multi
3518,Ochotona_gloveri,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,7105338,1702830,40426108,0.217883156,0.217883156,0.042122037,1700,4200,0.109802887,0.342462753,6.768085043,30.03407168,58.98563962,1,No,No,NA,0.292855908,LC,NA,NA,NA,NA,NA,Palearctic
3519,Ochotona_hoffmanni,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,140878,459,151879,0.930589482,0.930589482,0.003022143,0,9000,0.002788248,1,0,99.72117519,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Palearctic
3520,Ochotona_hyperborea,LAGOMORPHA,OCHOTONIDAE,Ochotona,301700,414836292,1020514777,1534806106,0.935396832,0.93520026,0.664914462,0,2000,0.666322084,0.977738056,0.140762158,31.28235937,2.085432219,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
3521,Ochotona_iliensis,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,458115,291441,1269430,0.590466587,0.590466587,0.229584144,2800,4100,0.257417733,0.594153498,2.783358934,36.45693544,37.80129122,1,No,No,NA,0.110586996,EN,NA,NA,NA,NA,NA,Palearctic
3522,Ochotona_koslowi,LAGOMORPHA,OCHOTONIDAE,Ochotona,1,1016814,92296,4557625,0.243352843,0.243352623,0.020250898,4200,4800,0.041146308,0.264127536,2.089541009,24.38766376,71.49770541,1,No,No,NA,0.02392777,EN,NA,NA,NA,NA,NA,Multi
3523,Ochotona_ladacensis,LAGOMORPHA,OCHOTONIDAE,Ochotona,1241,39386532,7438623,79806588,0.586748503,0.586732952,0.093208132,4200,5400,0.122906746,0.604226835,2.969861344,51.1018703,36.60745514,1,No,No,NA,0.026483682,LC,NA,NA,NA,NA,NA,Multi
3524,Ochotona_macrotis,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,121512515,129173210,292556311,0.85688025,0.85688025,0.44153281,2300,6400,0.469062601,0.905171326,2.752979126,46.36385162,6.729888284,1,No,No,NA,0.200595797,LC,NA,NA,NA,NA,NA,Multi
3525,Ochotona_mantchurica,LAGOMORPHA,OCHOTONIDAE,Ochotona,13677,6706646,26850284,43137013,0.778232072,0.777915012,0.622441892,400,1300,0.712599487,0.77871361,9.015759429,15.62717178,13.11287957,3,No,No,NA,0.666346335,LC,NA,NA,NA,NA,NA,Palearctic
3526,Ochotona_nubrica,LAGOMORPHA,OCHOTONIDAE,Ochotona,19693,0,6205993,47101340,0.132176409,0.131758311,0.131758311,3000,4500,0.928335309,0.156113025,79.65769984,2.435471419,4.730997651,2,No,No,NA,0.106272538,LC,NA,NA,NA,NA,NA,Multi
3527,Ochotona_opaca,LAGOMORPHA,OCHOTONIDAE,Ochotona,30,303,519245,21742400,0.023896994,0.023895614,0.023881678,1700,1000,0.989922117,0.02517956,96.60404384,0.129788212,0.878000129,2,No,No,NA,0.249868679,LC,NA,NA,NA,NA,NA,Palearctic
3528,Ochotona_pallasii,NA,NA,Ochotona,2141,4915,35000865,90923443,0.385026346,0.385002798,0.384948742,1700,3200,0.968867739,0.402154773,58.39189974,1.720603098,1.392622959,2,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Palearctic
3529,Ochotona_princeps,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,25349954,23827271,105578398,0.465788702,0.465788702,0.225683203,30,4175,0.22588299,0.985621535,0.019978775,75.99383319,1.417867758,1,No,No,NA,0.663407698,LC,NA,0.872641509,0.872641509,0.844339623,212,Multi
3530,Ochotona_pusilla,LAGOMORPHA,OCHOTONIDAE,Ochotona,1256739,0,184151865,197267225,0.939885498,0.933514754,0.933514754,0,9000,0.93352758,0.999996701,0.000329946,6.647242017,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
3531,Ochotona_roylei,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,13741398,15900033,47967207,0.61795199,0.61795199,0.331477149,2400,5200,0.462353701,0.68321127,13.08765522,35.17341219,18.59121774,1,No,No,NA,0.154647969,LC,NA,NA,NA,NA,NA,Multi
3532,Ochotona_rufescens,LAGOMORPHA,OCHOTONIDAE,Ochotona,47834,25241647,53486605,92634387,0.850397877,0.849881502,0.57739471,900,3600,0.675748144,0.850392321,9.835343441,27.29976111,5.125424464,4,No,No,NA,0.657763102,LC,NA,NA,NA,NA,NA,Multi
3533,Ochotona_rutila,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,14953560,1976970,22417401,0.755240538,0.755240538,0.088189081,0,3700,0.202041863,0.803450751,11.38527816,71.52616699,8.26964672,1,No,Yes,Habitat,0.652135091,LC,NA,NA,NA,NA,NA,Multi
3534,Ochotona_syrinx,LAGOMORPHA,OCHOTONIDAE,Ochotona,1893,301552,2973559,12281401,0.266826562,0.266672426,0.242118876,1800,3100,0.747213251,0.267113491,50.50943757,2.499461593,22.77921328,2,No,No,NA,0.300960347,LC,NA,NA,NA,NA,NA,Palearctic
3535,Ochotona_thibetana,LAGOMORPHA,OCHOTONIDAE,Ochotona,58534,13920254,18382779,70516650,0.458920936,0.458090862,0.260687072,1800,4100,0.364655634,0.459916871,10.39685621,19.9229799,43.61145671,2,No,No,NA,0.287994783,LC,NA,NA,NA,NA,NA,Multi
3536,Ochotona_thomasi,LAGOMORPHA,OCHOTONIDAE,Ochotona,3298,0,6827409,23646031,0.2888733,0.288733826,0.288733826,3400,4020,0.961707202,0.291170851,67.29733765,0.243702526,3.585577229,2,No,No,NA,0.082566963,LC,NA,NA,NA,NA,NA,Palearctic
3537,Ochotona_turuchanensis,LAGOMORPHA,OCHOTONIDAE,Ochotona,0,30172450,13149469,288432268,0.150197893,0.150197893,0.045589452,0,9000,0.045558913,0.999193217,0.003053891,95.36037648,0.083732223,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
3538,Ochrotomys_nuttalli,RODENTIA,CRICETIDAE,Ochrotomys,3070462,14087411,126451768,143624847,0.999894127,0.978515779,0.880431002,0,9000,0.8804042,0.999892819,0.002680258,11.94618167,0.013398361,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
3539,Octodon_bridgesi,RODENTIA,OCTODONTIDAE,Octodon,59355,4344697,7824056,12507556,0.977657665,0.972912134,0.62554635,0,9000,0.625668412,0.995026367,0.012206258,36.94800168,0.485157084,2,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
3540,Octodon_degus,RODENTIA,OCTODONTIDAE,Octodon,101003,1748657,3126506,6147182,0.809503607,0.793072826,0.508608009,0,1800,0.555542373,0.936242523,4.693436362,42.76345133,1.682311379,1,No,No,NA,0.474614537,LC,NA,NA,NA,NA,NA,Neotropic
3541,Octodon_lunatus,RODENTIA,OCTODONTIDAE,Octodon,23962,831528,1143649,2468317,0.809919877,0.800212047,0.463331493,0,1200,0.551554137,0.885894443,8.822264401,42.25629499,2.588291339,2,No,No,NA,0.532892341,NT,NA,NA,NA,NA,NA,Neotropic
3542,Octodon_pacificus,RODENTIA,OCTODONTIDAE,Octodon,0,0,3213,5087,0.631609986,0.631609986,0.631609986,0,9000,0.63622291,1,0,36.37770898,0,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,NA
3543,Octodontomys_gliroides,RODENTIA,OCTODONTIDAE,Octodontomys,72996,0,34869638,43494807,0.803374849,0.80169658,0.80169658,200,4400,0.89995992,0.900665776,9.826334081,9.896919682,0.107088282,3,No,No,NA,0.691876936,LC,NA,NA,NA,NA,NA,Neotropic
3544,Octomys_mimax,RODENTIA,OCTODONTIDAE,Octomys,0,4541300,415430,11378977,0.435604185,0.435604185,0.036508554,0,800,0.242265825,0.451205713,20.57572703,41.46971583,34.3037017,1,No,No,NA,0.431643789,LC,NA,NA,NA,NA,NA,Neotropic
3545,Odocoileus_hemionus,CETARTIODACTYLA,CERVIDAE,Odocoileus,0,0,728732957,745148593,0.977969983,0.977969983,0.977969983,0,3000,0.986018655,0.977973601,0.804867188,0.00036176,1.397772729,10,No,No,NA,0.977863841,LC,NA,0.993335449,0.993335449,0.993335449,3151,Multi
3546,Odocoileus_virginianus,CETARTIODACTYLA,CERVIDAE,Odocoileus,0,0,1514158277,1515949125,0.998818662,0.998818662,0.998818662,0,4500,0.999442393,0.998819676,0.062373125,0.000101352,0.055659303,10,No,No,NA,0.982849618,LC,NA,0.999762414,0.999762414,0.999762414,4209,Multi
3547,Oecomys_auyantepui,RODENTIA,CRICETIDAE,Oecomys,0,0,80050687,89809860,0.891335172,0.891335172,0.891335172,0,1100,0.898459187,0.988812551,0.712401522,9.747737954,0.406343335,1,No,No,NA,0.645619394,LC,NA,NA,NA,NA,NA,Neotropic
3548,Oecomys_bicolor,RODENTIA,CRICETIDAE,Oecomys,0,138388,558698298,717644851,0.778709253,0.778709253,0.778516417,0,1537,0.789992252,0.983481356,1.147583529,20.49649392,0.504280865,1,No,No,NA,0.662770756,LC,NA,NA,NA,NA,NA,Neotropic
3549,Oecomys_catherinae,RODENTIA,CRICETIDAE,Oecomys,1599722,28782786,217201610,296761687,0.834285991,0.828895396,0.731905834,0,9000,0.731901359,0.999998124,0.000447515,26.80922899,0.000635133,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3550,Oecomys_cleberi,RODENTIA,CRICETIDAE,Oecomys,16044362,34489,25756329,47358063,0.883380302,0.54459191,0.54386365,0,9000,0.543716732,1,0,45.62832681,0,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
3551,Oecomys_concolor,RODENTIA,CRICETIDAE,Oecomys,0,28408,342456796,409546937,0.836253853,0.836253853,0.836184488,0,9000,0.83619507,0.999996592,0.000340829,16.38049303,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3552,Oecomys_flavicans,RODENTIA,CRICETIDAE,Oecomys,0,1877,1056642,3564525,0.296959342,0.296959342,0.296432765,600,1800,0.737110975,0.384800697,44.06782107,8.836793244,17.45210924,1,No,No,NA,0.518609482,LC,NA,NA,NA,NA,NA,Neotropic
3553,Oecomys_mamorae,RODENTIA,CRICETIDAE,Oecomys,0,5576288,27290155,56488951,0.581820735,0.581820735,0.483106068,200,2100,0.817208963,0.581869867,33.41028949,9.876379875,8.402723843,5,No,No,NA,0.870765838,LC,NA,NA,NA,NA,NA,Neotropic
3554,Oecomys_paricola,RODENTIA,CRICETIDAE,Oecomys,0,47406,188664832,231720286,0.814396708,0.814396708,0.814192125,0,9000,0.814163855,0.999999898,0.002826974,18.58077738,0.002837127,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
3555,Oecomys_phaeotis,RODENTIA,CRICETIDAE,Oecomys,0,0,1121186,9881565,0.113462392,0.113462392,0.113462392,1500,2000,0.973782388,0.115870639,86.03199963,0.240824699,2.38093649,1,No,No,NA,0.297116291,LC,NA,NA,NA,NA,NA,Neotropic
3556,Oecomys_rex,RODENTIA,CRICETIDAE,Oecomys,2051902,460711,39678646,42431974,0.994327037,0.945969589,0.935111951,0,9000,0.935110457,0.999992054,0.000149385,6.488010257,0.000944009,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3557,Oecomys_roberti,RODENTIA,CRICETIDAE,Oecomys,1602894,44675,258513132,311719374,0.834599074,0.829456969,0.829313651,0,9000,0.829299853,0.999999698,0.001379715,17.06860476,0.001409903,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3558,Oecomys_rutilus,RODENTIA,CRICETIDAE,Oecomys,499604,1,88552448,97868980,0.909910914,0.904806089,0.904806078,0,9000,0.904812501,0.999996795,0.000320493,9.518749929,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3559,Oecomys_speciosus,RODENTIA,CRICETIDAE,Oecomys,0,17843,16769433,31620426,0.530899742,0.530899742,0.530335455,0,9000,0.530488936,0.999933783,0.006621722,46.9511064,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3560,Oecomys_superans,RODENTIA,CRICETIDAE,Oecomys,1729068,126544590,26810,128591794,0.99773449,0.984288313,0.000208489,0,9000,0.00020954,1,0,99.97904602,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3561,Oecomys_trinitatis,RODENTIA,CRICETIDAE,Oecomys,0,163240,249858594,404626126,0.617908281,0.617908281,0.617504847,0,9000,0.617470429,0.99998748,0.003441817,38.24826333,0.00469379,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3562,Oenomys_hypoxanthus,RODENTIA,MURIDAE,Oenomys,0,20063899,325103524,345406300,0.999308417,0.999308417,0.941220597,0,3000,0.941907256,0.999309649,0.068665826,5.808905164,0.000369279,6,No,No,NA,0.898398331,LC,NA,NA,NA,NA,NA,Afrotropic
3563,Oenomys_ornatus,RODENTIA,MURIDAE,Oenomys,357402,51694,12858145,13267241,1,0.973061317,0.969164953,0,9000,0.96918675,1,0,3.081325041,0,5,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
3564,Okapia_johnstoni,CETARTIODACTYLA,GIRAFFIDAE,Okapia,0,30016,20430683,21828388,0.937343564,0.937343564,0.935968474,450,1500,0.993015477,0.942192036,5.704700354,0.622356204,0.076096071,1,No,No,NA,0.935968381,EN,NA,NA,NA,NA,NA,Afrotropic
3565,Olallamys_albicauda,RODENTIA,ECHIMYIDAE,Olallamys,0,22,3460239,12895009,0.268341108,0.268341108,0.268339402,2000,3200,0.765970929,0.330043165,49.76315274,6.170376314,17.23253078,1,No,No,NA,0.264624016,DD,NA,NA,NA,NA,NA,Neotropic
3566,Olallamys_edax,RODENTIA,ECHIMYIDAE,Olallamys,203,208969,235426,1092527,0.406944634,0.406758826,0.215487581,2000,9000,0.6148703,0.407119876,39.9382719,19.16322953,19.34974051,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
3567,Oligoryzomys_andinus,RODENTIA,CRICETIDAE,Oligoryzomys,16436,6372338,2639493,22224927,0.406222572,0.405483042,0.11876273,1700,4000,0.17204646,0.547497569,5.328372971,42.87348391,39.92187014,2,No,No,NA,0.403202059,LC,NA,NA,NA,NA,NA,Neotropic
3568,Oligoryzomys_arenalis,RODENTIA,CRICETIDAE,Oligoryzomys,8743,1527027,4469967,8179623,0.734231517,0.733162641,0.546475919,400,2850,0.615905627,0.812904927,6.942970706,26.64290072,11.76653662,2,No,No,NA,0.692061849,LC,NA,NA,NA,NA,NA,Neotropic
3569,Oligoryzomys_brendae,RODENTIA,CRICETIDAE,Oligoryzomys,1345745,624339,4109598,9992116,0.6084479,0.473767218,0.411284056,700,2900,0.649967353,0.611134306,23.86832963,19.98502497,15.01823976,2,No,No,NA,0.62129246,DD,NA,NA,NA,NA,NA,Neotropic
3570,Oligoryzomys_chacoensis,RODENTIA,CRICETIDAE,Oligoryzomys,407949,0,15776996,67344204,0.24033167,0.234273999,0.234273999,0,9000,0.234179542,1,0,76.58204581,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3571,Oligoryzomys_delticola,RODENTIA,CRICETIDAE,Oligoryzomys,1236406,0,25504537,35856591,0.745774828,0.711292855,0.711292855,0,9000,0.711396621,0.999997813,0.000218714,28.8603379,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3572,Oligoryzomys_destructor,RODENTIA,CRICETIDAE,Oligoryzomys,2276049,725669,33712100,56470646,0.650139862,0.609834869,0.596984494,600,3350,0.9140224,0.65204804,31.70379067,5.506354642,3.091405336,2,No,No,NA,0.663945305,LC,NA,NA,NA,NA,NA,Neotropic
3573,Oligoryzomys_eliurus,RODENTIA,CRICETIDAE,Oligoryzomys,1938771,201902,192467106,196157883,0.992097672,0.982213944,0.981184661,0,9000,0.981174734,0.999999001,0.000992756,1.881433922,0.0010927,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3574,Oligoryzomys_flavescens,RODENTIA,CRICETIDAE,Oligoryzomys,7956128,0,180980896,294881220,0.640722471,0.613741682,0.613741682,0,9000,0.613772005,0.999863841,0.003032291,38.6122159,0.010583589,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3575,Oligoryzomys_fornesi,RODENTIA,CRICETIDAE,Oligoryzomys,2005082,14778880,121761840,150242687,0.922146727,0.908801105,0.810434387,0,9000,0.810430933,0.999999321,0.000345411,18.95649341,0.000413264,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3576,Oligoryzomys_fulvescens,RODENTIA,CRICETIDAE,Oligoryzomys,0,1041937,172732806,242736885,0.715897557,0.715897557,0.711605103,0,9000,0.711633809,0.999938295,0.00287066,28.83331925,0.003299813,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
3577,Oligoryzomys_griseolus,RODENTIA,CRICETIDAE,Oligoryzomys,42821,4199,4253638,4347891,0.989136572,0.979287889,0.978322134,0,9000,0.978459285,0.999574308,0.013715148,2.125217478,0.028854009,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3578,Oligoryzomys_longicaudatus,RODENTIA,CRICETIDAE,Oligoryzomys,229270,87635,61644410,66747981,0.928287479,0.924852618,0.923539695,0,9000,0.923549739,0.95394041,0.001004404,3.040071494,4.604954623,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
3579,Oligoryzomys_magellanicus,RODENTIA,CRICETIDAE,Oligoryzomys,0,218815,3684517,17129555,0.227871185,0.227871185,0.215097065,0,9000,0.21503146,0.949293444,0.006560422,73.4196379,5.077216048,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
3580,Oligoryzomys_microtis,RODENTIA,CRICETIDAE,Oligoryzomys,1072533,9706,196020047,228554919,0.862384791,0.85769212,0.857649653,0,9000,0.857657956,0.999999931,6.86216919953964e-06,14.23420439,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3581,Oligoryzomys_moojeni,RODENTIA,CRICETIDAE,Oligoryzomys,3074385,1005320,12410899,18007012,0.915787916,0.74505526,0.689225897,0,800,0.740912694,0.927182225,5.168679646,23.79563281,2.113097837,2,No,No,NA,0.707915807,DD,NA,NA,NA,NA,NA,Neotropic
3582,Oligoryzomys_nigripes,RODENTIA,CRICETIDAE,Oligoryzomys,7050925,0,275412920,286104698,0.987274403,0.962629841,0.962629841,0,9000,0.962637238,0.999998876,0.000112378,3.736276224,0,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3583,Oligoryzomys_rupestris,RODENTIA,CRICETIDAE,Oligoryzomys,8347,230029,2980916,39619205,0.081255845,0.081045165,0.075239167,1000,9000,0.856563854,0.084784758,78.13246861,0.954559092,13.38905555,3,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
3584,Oligoryzomys_stramineus,RODENTIA,CRICETIDAE,Oligoryzomys,141907,0,44379739,44762099,0.994628201,0.991457952,0.991457952,0,9000,0.991448536,0.999998423,0.00094164,0.854047141,0.001099303,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3585,Oligoryzomys_vegetus,RODENTIA,CRICETIDAE,Oligoryzomys,0,10,663628,826689,0.802766216,0.802766216,0.802754119,840,3000,0.834092116,0.963426664,3.13379971,16.06725445,0.523533927,1,No,No,NA,0.505990402,LC,NA,NA,NA,NA,NA,Neotropic
3586,Ondatra_zibethicus,RODENTIA,CRICETIDAE,Ondatra,946360453,1262604625,899279169,4832821367,0.643153142,0.447333686,0.186077469,0,9000,0.186081188,0.994637363,0.000371849,80.85598942,0.535891815,2,No,No,NA,NA,LC,NA,0.996813595,0.994689326,0.709506107,1883,Multi
3587,Onychogalea_fraenata,DIPROTODONTIA,MACROPODIDAE,Onychogalea,1039,109496,273875,384507,0.999747729,0.997045567,0.712275719,0,9000,0.71062398,1,0,28.93760196,0,3,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Australasia
3588,Onychogalea_unguifera,DIPROTODONTIA,MACROPODIDAE,Onychogalea,59725,29859168,51578866,81655206,0.998071807,0.997340378,0.631666596,0,9000,0.631554584,0.999986555,0.01120115,36.8319959,0.01254567,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Australasia
3589,Onychomys_arenicola,RODENTIA,CRICETIDAE,Onychomys,9643,0,57555137,64221498,0.896347513,0.896197361,0.896197361,0,9000,0.896211422,1,0,10.37885785,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
3590,Onychomys_leucogaster,RODENTIA,CRICETIDAE,Onychomys,4352114,1238943,357954846,419722771,0.866157207,0.855788186,0.852836374,0,9000,0.852836482,0.999949424,1.08658220008273e-05,14.711305,0.005046756,4,No,No,NA,NA,LC,NA,1,1,1,10,Multi
3591,Onychomys_torridus,RODENTIA,CRICETIDAE,Onychomys,709813,14639141,48041514,76159568,0.832337547,0.82301747,0.630800768,0,9000,0.630791987,0.994141651,0.000878156,36.33408825,0.58671309,2,No,No,NA,NA,LC,NA,1,1,1,11,Multi
3592,Oreamnos_americanus,CETARTIODACTYLA,BOVIDAE,Oreamnos,89780,5232,100830781,115317104,0.875202286,0.874423737,0.874378366,0,9000,0.874355013,0.891941998,0.002335319,1.756363215,10.80813548,4,No,No,NA,NA,LC,NA,1,1,1,28,Multi
3593,Oreoryzomys_balneator,RODENTIA,CRICETIDAE,Oreoryzomys,0,1,184151,5608131,0.032836608,0.032836608,0.03283643,1500,1586,0.764028745,0.037108405,73.1192315,0.427197561,23.16992796,1,No,No,NA,0.282335831,DD,NA,NA,NA,NA,NA,Neotropic
3594,Oreotragus_oreotragus,CETARTIODACTYLA,BOVIDAE,Oreotragus,2108077,182595827,247318345,448475046,0.963313908,0.958613363,0.55146512,0,4380,0.551451217,0.999905718,0.001390273,44.84405977,0.010818513,4,No,No,NA,NA,LC,NA,1,1,0.833333333,54,NA
3595,Ornithorhynchus_anatinus,MONOTREMATA,ORNITHORHYNCHIDAE,Ornithorhynchus,28938584,22271032,7298825,86764063,0.674339571,0.340807657,0.084122674,0,9000,0.084120107,0.999982466,0.000256679,91.58597918,0.002010087,1,No,No,NA,NA,NT,NA,0.885931559,0.836501901,0.209125475,263,Australasia
3596,Orthogeomys_cavator,RODENTIA,GEOMYIDAE,Orthogeomys,5674,756,460797,473014,0.98776569,0.975770273,0.974172012,0,3200,0.980170113,0.990002155,0.599810076,1.58301436,0.399974382,3,No,No,NA,0.928063907,LC,NA,NA,NA,NA,NA,Neotropic
3597,Orthogeomys_cuniculus,RODENTIA,GEOMYIDAE,Orthogeomys,76,539,22509,23302,0.992361171,0.989099648,0.965968586,0,9000,0.964717742,1,0,3.528225806,0,3,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
3598,Orthogeomys_grandis,RODENTIA,GEOMYIDAE,Orthogeomys,164131,327600,7802560,11977921,0.692464995,0.678762199,0.651411877,0,9000,0.651112253,1,0,34.88877467,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
3599,Orthogeomys_heterodus,RODENTIA,GEOMYIDAE,Orthogeomys,938,32844,35784,99878,0.696509742,0.687118284,0.358277098,1000,2500,0.46806003,0.698593541,10.97829318,34.03164432,19.16235269,3,No,No,NA,0.795403671,LC,NA,NA,NA,NA,NA,Neotropic
3600,Orthogeomys_hispidus,RODENTIA,GEOMYIDAE,Orthogeomys,1065120,145851,22876118,34329697,0.701640012,0.670613813,0.666365276,0,9000,0.666440211,0.999979212,0.002078759,33.35597887,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
3601,Orthogeomys_underwoodi,RODENTIA,GEOMYIDAE,Orthogeomys,7722,6,319483,506019,0.646637774,0.631377478,0.631365621,0,1500,0.631344323,0.999705905,0.002129746,36.83402845,0.031539235,2,No,No,NA,0.872677317,LC,NA,NA,NA,NA,NA,Neotropic
3602,Orycteropus_afer,TUBULIDENTATA,ORYCTEROPODIDAE,Orycteropus,14503888,0,1602479104,1637267587,0.987610703,0.978752109,0.978752109,0,3200,0.979337353,0.998954768,0.058524348,2.020265898,0.045998841,4,No,No,NA,0.965180284,LC,NA,1,1,1,19,Multi
